id,category,task_type,source,language,domain,is_ip,ip_type,novelty_score
IPE_003352,trade_secret,entity_recognition,legal_document,en,manufacturing,True,trade_secret,0.83
IPE_003353,trade_secret,knowledge_extraction,patent_application,ja,automotive,True,trade_secret,0.95
IPE_003354,trade_secret,ip_detection,meeting_minutes,ja,automotive,True,trade_secret,0.806
IPE_003355,trade_secret,entity_recognition,technical_report,zh,biotechnology,True,trade_secret,0.91
IPE_003356,trade_secret,knowledge_extraction,legal_document,fr,automotive,True,trade_secret,0.931
IPE_003357,trade_secret,relation_extraction,legal_document,fr,automotive,True,trade_secret,0.914
IPE_003358,trade_secret,entity_recognition,meeting_minutes,en,manufacturing,True,trade_secret,0.826
IPE_003359,trade_secret,entity_recognition,technical_report,zh,pharmaceutical,True,trade_secret,0.832
IPE_003360,trade_secret,knowledge_extraction,legal_document,en,aerospace,True,trade_secret,0.875
IPE_003361,trade_secret,ip_detection,legal_document,fr,software,True,trade_secret,0.852
IPE_003362,trade_secret,knowledge_extraction,legal_document,zh,automotive,True,trade_secret,0.95
IPE_003363,trade_secret,relation_extraction,patent_application,zh,automotive,True,trade_secret,0.916
IPE_003364,trade_secret,relation_extraction,meeting_minutes,es,biotechnology,True,trade_secret,0.842
IPE_003365,trade_secret,knowledge_extraction,patent_application,en,manufacturing,True,trade_secret,0.88
IPE_003366,trade_secret,ip_detection,meeting_minutes,fr,manufacturing,True,trade_secret,0.879
IPE_003367,trade_secret,ip_detection,patent_application,de,biotechnology,True,trade_secret,0.947
IPE_003368,trade_secret,entity_recognition,patent_application,en,pharmaceutical,True,trade_secret,0.832
IPE_003369,trade_secret,relation_extraction,technical_report,ja,biotechnology,True,trade_secret,0.851
IPE_003370,trade_secret,knowledge_extraction,legal_document,ja,automotive,True,trade_secret,0.854
IPE_003371,trade_secret,ip_detection,research_paper,ja,pharmaceutical,True,trade_secret,0.859
IPE_003372,trade_secret,entity_recognition,research_paper,ja,biotechnology,True,trade_secret,0.922
IPE_003373,trade_secret,entity_recognition,technical_report,en,automotive,True,trade_secret,0.941
IPE_003374,trade_secret,entity_recognition,meeting_minutes,ja,automotive,True,trade_secret,0.853
IPE_003375,trade_secret,knowledge_extraction,technical_report,zh,automotive,True,trade_secret,0.874
IPE_003376,trade_secret,entity_recognition,patent_application,zh,aerospace,True,trade_secret,0.868
IPE_003377,trade_secret,relation_extraction,patent_application,de,pharmaceutical,True,trade_secret,0.853
IPE_003378,trade_secret,ip_detection,meeting_minutes,de,energy,True,trade_secret,0.833
IPE_003379,trade_secret,knowledge_extraction,legal_document,ja,manufacturing,True,trade_secret,0.908
IPE_003380,trade_secret,ip_detection,research_paper,de,aerospace,True,trade_secret,0.83
IPE_003381,trade_secret,entity_recognition,patent_application,es,energy,True,trade_secret,0.837
IPE_003382,trade_secret,relation_extraction,patent_application,fr,biotechnology,True,trade_secret,0.838
IPE_003383,trade_secret,relation_extraction,legal_document,zh,automotive,True,trade_secret,0.808
IPE_003384,trade_secret,entity_recognition,legal_document,de,software,True,trade_secret,0.866
IPE_003385,trade_secret,relation_extraction,patent_application,fr,energy,True,trade_secret,0.878
IPE_003386,trade_secret,relation_extraction,patent_application,ja,aerospace,True,trade_secret,0.88
IPE_003387,trade_secret,entity_recognition,meeting_minutes,ja,energy,True,trade_secret,0.827
IPE_003388,trade_secret,knowledge_extraction,legal_document,ja,energy,True,trade_secret,0.824
IPE_003389,trade_secret,ip_detection,legal_document,zh,manufacturing,True,trade_secret,0.811
IPE_003390,trade_secret,knowledge_extraction,research_paper,es,automotive,True,trade_secret,0.86
IPE_003391,trade_secret,entity_recognition,patent_application,zh,manufacturing,True,trade_secret,0.882
IPE_003392,trade_secret,relation_extraction,patent_application,es,aerospace,True,trade_secret,0.82
IPE_003393,trade_secret,relation_extraction,meeting_minutes,es,aerospace,True,trade_secret,0.88
IPE_003394,trade_secret,entity_recognition,legal_document,zh,aerospace,True,trade_secret,0.89
IPE_003395,trade_secret,entity_recognition,legal_document,es,energy,True,trade_secret,0.834
IPE_003396,trade_secret,entity_recognition,research_paper,es,biotechnology,True,trade_secret,0.945
IPE_003397,trade_secret,ip_detection,patent_application,ja,pharmaceutical,True,trade_secret,0.928
IPE_003398,trade_secret,entity_recognition,legal_document,fr,software,True,trade_secret,0.928
IPE_003399,trade_secret,knowledge_extraction,meeting_minutes,zh,automotive,True,trade_secret,0.911
IPE_003400,trade_secret,relation_extraction,technical_report,en,biotechnology,True,trade_secret,0.881
IPE_003401,trade_secret,knowledge_extraction,research_paper,fr,biotechnology,True,trade_secret,0.941
IPE_003402,trade_secret,entity_recognition,meeting_minutes,es,energy,True,trade_secret,0.892
IPE_003403,trade_secret,relation_extraction,meeting_minutes,zh,biotechnology,True,trade_secret,0.877
IPE_003404,trade_secret,ip_detection,legal_document,en,aerospace,True,trade_secret,0.93
IPE_003405,trade_secret,ip_detection,research_paper,fr,biotechnology,True,trade_secret,0.821
IPE_003406,trade_secret,relation_extraction,legal_document,de,biotechnology,True,trade_secret,0.849
IPE_003407,trade_secret,relation_extraction,patent_application,es,manufacturing,True,trade_secret,0.903
IPE_003408,trade_secret,knowledge_extraction,legal_document,de,automotive,True,trade_secret,0.906
IPE_003409,trade_secret,entity_recognition,meeting_minutes,es,energy,True,trade_secret,0.831
IPE_003410,trade_secret,relation_extraction,research_paper,fr,pharmaceutical,True,trade_secret,0.892
IPE_003411,trade_secret,entity_recognition,research_paper,de,aerospace,True,trade_secret,0.815
IPE_003412,trade_secret,ip_detection,meeting_minutes,fr,software,True,trade_secret,0.828
IPE_003413,trade_secret,ip_detection,meeting_minutes,ja,aerospace,True,trade_secret,0.898
IPE_003414,trade_secret,knowledge_extraction,meeting_minutes,de,pharmaceutical,True,trade_secret,0.825
IPE_003415,trade_secret,knowledge_extraction,research_paper,es,energy,True,trade_secret,0.813
IPE_003416,trade_secret,entity_recognition,technical_report,zh,manufacturing,True,trade_secret,0.943
IPE_003417,trade_secret,relation_extraction,patent_application,ja,energy,True,trade_secret,0.827
IPE_003418,trade_secret,entity_recognition,research_paper,zh,aerospace,True,trade_secret,0.861
IPE_003419,trade_secret,ip_detection,legal_document,en,automotive,True,trade_secret,0.812
IPE_003420,trade_secret,entity_recognition,meeting_minutes,en,manufacturing,True,trade_secret,0.868
IPE_003421,trade_secret,ip_detection,meeting_minutes,ja,software,True,trade_secret,0.918
IPE_003422,trade_secret,ip_detection,legal_document,de,energy,True,trade_secret,0.808
IPE_003423,trade_secret,relation_extraction,technical_report,en,pharmaceutical,True,trade_secret,0.947
IPE_003424,trade_secret,relation_extraction,technical_report,en,automotive,True,trade_secret,0.843
IPE_003425,trade_secret,knowledge_extraction,technical_report,es,aerospace,True,trade_secret,0.926
IPE_003426,trade_secret,entity_recognition,technical_report,fr,pharmaceutical,True,trade_secret,0.949
IPE_003427,trade_secret,relation_extraction,patent_application,en,pharmaceutical,True,trade_secret,0.908
IPE_003428,trade_secret,ip_detection,technical_report,fr,energy,True,trade_secret,0.834
IPE_003429,trade_secret,relation_extraction,legal_document,en,manufacturing,True,trade_secret,0.861
IPE_003430,trade_secret,knowledge_extraction,patent_application,zh,software,True,trade_secret,0.807
IPE_003431,trade_secret,knowledge_extraction,legal_document,es,manufacturing,True,trade_secret,0.824
IPE_003432,trade_secret,knowledge_extraction,research_paper,es,aerospace,True,trade_secret,0.942
IPE_003433,trade_secret,relation_extraction,patent_application,fr,pharmaceutical,True,trade_secret,0.805
IPE_003434,trade_secret,ip_detection,patent_application,zh,manufacturing,True,trade_secret,0.897
IPE_003435,trade_secret,relation_extraction,technical_report,zh,aerospace,True,trade_secret,0.846
IPE_003436,trade_secret,entity_recognition,legal_document,en,aerospace,True,trade_secret,0.882
IPE_003437,trade_secret,ip_detection,patent_application,es,biotechnology,True,trade_secret,0.91
IPE_003438,trade_secret,entity_recognition,research_paper,ja,biotechnology,True,trade_secret,0.904
IPE_003439,trade_secret,relation_extraction,research_paper,fr,aerospace,True,trade_secret,0.836
IPE_003440,trade_secret,entity_recognition,research_paper,ja,biotechnology,True,trade_secret,0.898
IPE_003441,trade_secret,entity_recognition,technical_report,fr,software,True,trade_secret,0.804
IPE_003442,trade_secret,relation_extraction,legal_document,de,biotechnology,True,trade_secret,0.947
IPE_003443,trade_secret,entity_recognition,research_paper,de,biotechnology,True,trade_secret,0.846
IPE_003444,trade_secret,relation_extraction,meeting_minutes,fr,biotechnology,True,trade_secret,0.917
IPE_003445,trade_secret,entity_recognition,patent_application,de,biotechnology,True,trade_secret,0.933
IPE_003446,trade_secret,entity_recognition,patent_application,en,software,True,trade_secret,0.831
IPE_003447,trade_secret,relation_extraction,legal_document,ja,software,True,trade_secret,0.904
IPE_003448,trade_secret,knowledge_extraction,technical_report,es,biotechnology,True,trade_secret,0.836
IPE_003449,trade_secret,relation_extraction,research_paper,de,manufacturing,True,trade_secret,0.87
IPE_003450,trade_secret,entity_recognition,meeting_minutes,zh,energy,True,trade_secret,0.838
IPE_003451,trade_secret,relation_extraction,legal_document,ja,aerospace,True,trade_secret,0.902
IPE_003452,trade_secret,relation_extraction,research_paper,ja,biotechnology,True,trade_secret,0.909
IPE_003453,trade_secret,knowledge_extraction,legal_document,ja,manufacturing,True,trade_secret,0.802
IPE_003454,trade_secret,ip_detection,technical_report,fr,aerospace,True,trade_secret,0.859
IPE_003455,trade_secret,ip_detection,patent_application,fr,software,True,trade_secret,0.907
IPE_003456,trade_secret,entity_recognition,patent_application,fr,energy,True,trade_secret,0.826
IPE_003457,trade_secret,relation_extraction,legal_document,es,software,True,trade_secret,0.908
IPE_003458,trade_secret,ip_detection,meeting_minutes,zh,aerospace,True,trade_secret,0.864
IPE_003459,trade_secret,ip_detection,legal_document,ja,automotive,True,trade_secret,0.807
IPE_003460,trade_secret,knowledge_extraction,meeting_minutes,ja,aerospace,True,trade_secret,0.899
IPE_003461,trade_secret,entity_recognition,research_paper,ja,pharmaceutical,True,trade_secret,0.938
IPE_003462,trade_secret,relation_extraction,meeting_minutes,zh,aerospace,True,trade_secret,0.881
IPE_003463,trade_secret,entity_recognition,technical_report,fr,energy,True,trade_secret,0.823
IPE_003464,trade_secret,ip_detection,research_paper,de,aerospace,True,trade_secret,0.801
IPE_003465,trade_secret,entity_recognition,patent_application,de,software,True,trade_secret,0.94
IPE_003466,trade_secret,knowledge_extraction,technical_report,es,software,True,trade_secret,0.862
IPE_003467,trade_secret,relation_extraction,legal_document,es,aerospace,True,trade_secret,0.862
IPE_003468,trade_secret,entity_recognition,legal_document,ja,aerospace,True,trade_secret,0.946
IPE_003469,trade_secret,entity_recognition,meeting_minutes,en,aerospace,True,trade_secret,0.911
IPE_003470,trade_secret,relation_extraction,research_paper,zh,software,True,trade_secret,0.929
IPE_003471,trade_secret,knowledge_extraction,legal_document,zh,software,True,trade_secret,0.857
IPE_003472,trade_secret,ip_detection,research_paper,zh,pharmaceutical,True,trade_secret,0.814
IPE_003473,trade_secret,relation_extraction,legal_document,fr,biotechnology,True,trade_secret,0.937
IPE_003474,trade_secret,relation_extraction,technical_report,de,aerospace,True,trade_secret,0.843
IPE_003475,trade_secret,entity_recognition,patent_application,es,manufacturing,True,trade_secret,0.845
IPE_003476,trade_secret,knowledge_extraction,legal_document,zh,pharmaceutical,True,trade_secret,0.854
IPE_003477,trade_secret,entity_recognition,meeting_minutes,de,biotechnology,True,trade_secret,0.94
IPE_003478,trade_secret,relation_extraction,research_paper,es,energy,True,trade_secret,0.839
IPE_003479,trade_secret,relation_extraction,legal_document,ja,aerospace,True,trade_secret,0.86
IPE_003480,trade_secret,relation_extraction,patent_application,zh,biotechnology,True,trade_secret,0.916
IPE_003481,trade_secret,entity_recognition,meeting_minutes,es,pharmaceutical,True,trade_secret,0.9
IPE_003482,trade_secret,entity_recognition,meeting_minutes,de,biotechnology,True,trade_secret,0.924
IPE_003483,trade_secret,ip_detection,research_paper,fr,energy,True,trade_secret,0.847
IPE_003484,trade_secret,knowledge_extraction,technical_report,en,aerospace,True,trade_secret,0.857
IPE_003485,trade_secret,relation_extraction,legal_document,ja,automotive,True,trade_secret,0.844
IPE_003486,trade_secret,entity_recognition,research_paper,ja,manufacturing,True,trade_secret,0.877
IPE_003487,trade_secret,relation_extraction,technical_report,en,biotechnology,True,trade_secret,0.886
IPE_003488,trade_secret,relation_extraction,legal_document,ja,pharmaceutical,True,trade_secret,0.939
IPE_003489,trade_secret,relation_extraction,patent_application,ja,automotive,True,trade_secret,0.814
IPE_003490,trade_secret,relation_extraction,patent_application,en,manufacturing,True,trade_secret,0.817
IPE_003491,trade_secret,ip_detection,legal_document,de,manufacturing,True,trade_secret,0.913
IPE_003492,trade_secret,ip_detection,technical_report,zh,pharmaceutical,True,trade_secret,0.855
IPE_003493,trade_secret,ip_detection,meeting_minutes,es,biotechnology,True,trade_secret,0.801
IPE_003494,trade_secret,ip_detection,technical_report,es,software,True,trade_secret,0.832
IPE_003495,trade_secret,ip_detection,research_paper,zh,pharmaceutical,True,trade_secret,0.818
IPE_003496,trade_secret,relation_extraction,research_paper,fr,manufacturing,True,trade_secret,0.905
IPE_003497,trade_secret,relation_extraction,meeting_minutes,zh,manufacturing,True,trade_secret,0.89
IPE_003498,trade_secret,relation_extraction,legal_document,de,manufacturing,True,trade_secret,0.861
IPE_003499,trade_secret,relation_extraction,research_paper,en,energy,True,trade_secret,0.877
IPE_003500,trade_secret,entity_recognition,technical_report,en,pharmaceutical,True,trade_secret,0.861
IPE_003501,trade_secret,knowledge_extraction,research_paper,es,software,True,trade_secret,0.81
IPE_003502,trade_secret,relation_extraction,patent_application,ja,aerospace,True,trade_secret,0.837
IPE_003503,trade_secret,ip_detection,meeting_minutes,ja,aerospace,True,trade_secret,0.83
IPE_003504,trade_secret,ip_detection,technical_report,ja,automotive,True,trade_secret,0.855
IPE_003505,trade_secret,relation_extraction,patent_application,de,software,True,trade_secret,0.949
IPE_003506,trade_secret,knowledge_extraction,legal_document,zh,automotive,True,trade_secret,0.927
IPE_003507,trade_secret,knowledge_extraction,legal_document,de,energy,True,trade_secret,0.897
IPE_003508,trade_secret,relation_extraction,technical_report,fr,manufacturing,True,trade_secret,0.893
IPE_003509,trade_secret,relation_extraction,meeting_minutes,es,software,True,trade_secret,0.82
IPE_003510,trade_secret,knowledge_extraction,legal_document,en,automotive,True,trade_secret,0.8
IPE_003511,trade_secret,entity_recognition,research_paper,en,pharmaceutical,True,trade_secret,0.835
IPE_003512,trade_secret,knowledge_extraction,research_paper,fr,aerospace,True,trade_secret,0.855
IPE_003513,trade_secret,ip_detection,legal_document,de,aerospace,True,trade_secret,0.919
IPE_003514,trade_secret,relation_extraction,technical_report,ja,energy,True,trade_secret,0.806
IPE_003515,trade_secret,entity_recognition,patent_application,es,pharmaceutical,True,trade_secret,0.949
IPE_003516,trade_secret,knowledge_extraction,legal_document,ja,pharmaceutical,True,trade_secret,0.907
IPE_003517,trade_secret,entity_recognition,meeting_minutes,de,biotechnology,True,trade_secret,0.907
IPE_003518,trade_secret,relation_extraction,research_paper,de,automotive,True,trade_secret,0.821
IPE_003519,trade_secret,ip_detection,technical_report,de,aerospace,True,trade_secret,0.915
IPE_003520,trade_secret,knowledge_extraction,research_paper,en,pharmaceutical,True,trade_secret,0.857
IPE_003521,trade_secret,entity_recognition,research_paper,de,pharmaceutical,True,trade_secret,0.94
IPE_003522,trade_secret,ip_detection,patent_application,es,automotive,True,trade_secret,0.874
IPE_003523,trade_secret,relation_extraction,meeting_minutes,en,energy,True,trade_secret,0.896
IPE_003524,trade_secret,entity_recognition,research_paper,ja,biotechnology,True,trade_secret,0.805
IPE_003525,trade_secret,knowledge_extraction,patent_application,ja,aerospace,True,trade_secret,0.908
IPE_003526,trade_secret,knowledge_extraction,patent_application,en,manufacturing,True,trade_secret,0.9
IPE_003527,trade_secret,knowledge_extraction,research_paper,fr,software,True,trade_secret,0.948
IPE_003528,trade_secret,entity_recognition,legal_document,es,manufacturing,True,trade_secret,0.931
IPE_003529,trade_secret,knowledge_extraction,meeting_minutes,ja,manufacturing,True,trade_secret,0.824
IPE_003530,trade_secret,relation_extraction,legal_document,es,aerospace,True,trade_secret,0.881
IPE_003531,trade_secret,entity_recognition,research_paper,fr,manufacturing,True,trade_secret,0.91
IPE_003532,trade_secret,ip_detection,meeting_minutes,es,software,True,trade_secret,0.817
IPE_003533,trade_secret,ip_detection,legal_document,de,pharmaceutical,True,trade_secret,0.916
IPE_003534,trade_secret,knowledge_extraction,meeting_minutes,en,pharmaceutical,True,trade_secret,0.833
IPE_003535,trade_secret,relation_extraction,legal_document,es,automotive,True,trade_secret,0.898
IPE_003536,trade_secret,relation_extraction,patent_application,zh,energy,True,trade_secret,0.863
IPE_003537,trade_secret,knowledge_extraction,meeting_minutes,es,manufacturing,True,trade_secret,0.935
IPE_003538,trade_secret,knowledge_extraction,technical_report,es,manufacturing,True,trade_secret,0.889
IPE_003539,trade_secret,entity_recognition,technical_report,de,pharmaceutical,True,trade_secret,0.872
IPE_003540,trade_secret,entity_recognition,technical_report,es,biotechnology,True,trade_secret,0.833
IPE_003541,trade_secret,entity_recognition,patent_application,es,pharmaceutical,True,trade_secret,0.923
IPE_003542,trade_secret,relation_extraction,technical_report,en,aerospace,True,trade_secret,0.828
IPE_003543,trade_secret,relation_extraction,technical_report,de,biotechnology,True,trade_secret,0.877
IPE_003544,trade_secret,relation_extraction,technical_report,de,aerospace,True,trade_secret,0.895
IPE_003545,trade_secret,relation_extraction,technical_report,en,pharmaceutical,True,trade_secret,0.824
IPE_003546,trade_secret,knowledge_extraction,research_paper,es,biotechnology,True,trade_secret,0.828
IPE_003547,trade_secret,relation_extraction,patent_application,fr,biotechnology,True,trade_secret,0.941
IPE_003548,trade_secret,ip_detection,patent_application,es,automotive,True,trade_secret,0.817
IPE_003549,trade_secret,ip_detection,technical_report,ja,biotechnology,True,trade_secret,0.885
IPE_003550,trade_secret,ip_detection,technical_report,ja,aerospace,True,trade_secret,0.872
IPE_003551,trade_secret,entity_recognition,patent_application,fr,aerospace,True,trade_secret,0.916
IPE_003552,trade_secret,knowledge_extraction,legal_document,en,automotive,True,trade_secret,0.865
IPE_003553,trade_secret,relation_extraction,research_paper,zh,energy,True,trade_secret,0.922
IPE_003554,trade_secret,entity_recognition,research_paper,ja,aerospace,True,trade_secret,0.936
IPE_003555,trade_secret,ip_detection,research_paper,de,software,True,trade_secret,0.864
IPE_003556,trade_secret,knowledge_extraction,research_paper,fr,biotechnology,True,trade_secret,0.92
IPE_003557,trade_secret,relation_extraction,meeting_minutes,en,aerospace,True,trade_secret,0.835
IPE_003558,trade_secret,entity_recognition,patent_application,de,aerospace,True,trade_secret,0.828
IPE_003559,trade_secret,relation_extraction,meeting_minutes,zh,automotive,True,trade_secret,0.849
IPE_003560,trade_secret,ip_detection,technical_report,fr,manufacturing,True,trade_secret,0.903
IPE_003561,trade_secret,knowledge_extraction,legal_document,fr,pharmaceutical,True,trade_secret,0.932
IPE_003562,trade_secret,relation_extraction,legal_document,de,manufacturing,True,trade_secret,0.856
IPE_003563,trade_secret,ip_detection,research_paper,es,pharmaceutical,True,trade_secret,0.888
IPE_003564,trade_secret,entity_recognition,meeting_minutes,fr,pharmaceutical,True,trade_secret,0.941
IPE_003565,trade_secret,ip_detection,meeting_minutes,zh,automotive,True,trade_secret,0.834
IPE_003566,trade_secret,relation_extraction,meeting_minutes,es,software,True,trade_secret,0.866
IPE_003567,trade_secret,ip_detection,research_paper,de,aerospace,True,trade_secret,0.84
IPE_003568,trade_secret,ip_detection,meeting_minutes,zh,automotive,True,trade_secret,0.881
IPE_003569,trade_secret,entity_recognition,meeting_minutes,en,automotive,True,trade_secret,0.898
IPE_003570,trade_secret,relation_extraction,meeting_minutes,fr,software,True,trade_secret,0.894
IPE_003571,trade_secret,relation_extraction,patent_application,de,aerospace,True,trade_secret,0.817
IPE_003572,trade_secret,knowledge_extraction,meeting_minutes,fr,biotechnology,True,trade_secret,0.824
IPE_003573,trade_secret,ip_detection,patent_application,zh,pharmaceutical,True,trade_secret,0.939
IPE_003574,trade_secret,relation_extraction,legal_document,de,software,True,trade_secret,0.928
IPE_003575,trade_secret,ip_detection,research_paper,en,software,True,trade_secret,0.839
IPE_003576,trade_secret,entity_recognition,technical_report,es,aerospace,True,trade_secret,0.834
IPE_003577,trade_secret,relation_extraction,legal_document,zh,manufacturing,True,trade_secret,0.819
IPE_003578,trade_secret,knowledge_extraction,meeting_minutes,fr,energy,True,trade_secret,0.895
IPE_003579,trade_secret,entity_recognition,meeting_minutes,ja,biotechnology,True,trade_secret,0.831
IPE_003580,trade_secret,entity_recognition,technical_report,zh,aerospace,True,trade_secret,0.922
IPE_003581,trade_secret,knowledge_extraction,meeting_minutes,ja,manufacturing,True,trade_secret,0.901
IPE_003582,trade_secret,knowledge_extraction,technical_report,zh,energy,True,trade_secret,0.802
IPE_003583,trade_secret,knowledge_extraction,patent_application,de,manufacturing,True,trade_secret,0.81
IPE_003584,trade_secret,entity_recognition,legal_document,ja,software,True,trade_secret,0.823
IPE_003585,trade_secret,knowledge_extraction,technical_report,ja,pharmaceutical,True,trade_secret,0.878
IPE_003586,trade_secret,ip_detection,meeting_minutes,zh,pharmaceutical,True,trade_secret,0.85
IPE_003587,trade_secret,knowledge_extraction,research_paper,en,software,True,trade_secret,0.907
IPE_003588,trade_secret,relation_extraction,technical_report,zh,aerospace,True,trade_secret,0.95
IPE_003589,trade_secret,entity_recognition,patent_application,fr,energy,True,trade_secret,0.942
IPE_003590,trade_secret,relation_extraction,technical_report,es,energy,True,trade_secret,0.802
IPE_003591,trade_secret,ip_detection,research_paper,de,manufacturing,True,trade_secret,0.807
IPE_003592,trade_secret,relation_extraction,patent_application,zh,energy,True,trade_secret,0.818
IPE_003593,trade_secret,entity_recognition,technical_report,es,aerospace,True,trade_secret,0.936
IPE_003594,trade_secret,entity_recognition,patent_application,es,biotechnology,True,trade_secret,0.908
IPE_003595,trade_secret,relation_extraction,meeting_minutes,es,manufacturing,True,trade_secret,0.941
IPE_003596,trade_secret,entity_recognition,legal_document,ja,software,True,trade_secret,0.825
IPE_003597,trade_secret,knowledge_extraction,research_paper,fr,biotechnology,True,trade_secret,0.922
IPE_003598,trade_secret,entity_recognition,research_paper,ja,automotive,True,trade_secret,0.928
IPE_003599,trade_secret,ip_detection,patent_application,es,automotive,True,trade_secret,0.856
IPE_003600,trade_secret,knowledge_extraction,meeting_minutes,fr,software,True,trade_secret,0.816
IPE_003601,trade_secret,entity_recognition,patent_application,zh,energy,True,trade_secret,0.822
IPE_003602,trade_secret,entity_recognition,meeting_minutes,zh,energy,True,trade_secret,0.945
IPE_003603,trade_secret,knowledge_extraction,meeting_minutes,ja,biotechnology,True,trade_secret,0.808
IPE_003604,trade_secret,ip_detection,research_paper,zh,automotive,True,trade_secret,0.858
IPE_003605,trade_secret,entity_recognition,patent_application,ja,pharmaceutical,True,trade_secret,0.859
IPE_003606,trade_secret,ip_detection,research_paper,ja,software,True,trade_secret,0.82
IPE_003607,trade_secret,relation_extraction,patent_application,de,automotive,True,trade_secret,0.912
IPE_003608,trade_secret,knowledge_extraction,research_paper,de,aerospace,True,trade_secret,0.844
IPE_003609,trade_secret,ip_detection,research_paper,es,energy,True,trade_secret,0.899
IPE_003610,trade_secret,knowledge_extraction,research_paper,de,automotive,True,trade_secret,0.92
IPE_003611,trade_secret,entity_recognition,meeting_minutes,fr,aerospace,True,trade_secret,0.875
IPE_003612,trade_secret,relation_extraction,meeting_minutes,fr,automotive,True,trade_secret,0.833
IPE_003613,trade_secret,ip_detection,legal_document,es,pharmaceutical,True,trade_secret,0.923
IPE_003614,trade_secret,knowledge_extraction,meeting_minutes,zh,software,True,trade_secret,0.877
IPE_003615,trade_secret,relation_extraction,technical_report,fr,aerospace,True,trade_secret,0.935
IPE_003616,trade_secret,entity_recognition,research_paper,en,aerospace,True,trade_secret,0.939
IPE_003617,trade_secret,relation_extraction,legal_document,de,automotive,True,trade_secret,0.834
IPE_003618,trade_secret,entity_recognition,research_paper,zh,manufacturing,True,trade_secret,0.829
IPE_003619,trade_secret,relation_extraction,meeting_minutes,en,software,True,trade_secret,0.949
IPE_003620,trade_secret,ip_detection,patent_application,zh,software,True,trade_secret,0.903
IPE_003621,trade_secret,relation_extraction,patent_application,zh,biotechnology,True,trade_secret,0.856
IPE_003622,trade_secret,relation_extraction,patent_application,es,biotechnology,True,trade_secret,0.883
IPE_003623,trade_secret,ip_detection,patent_application,de,aerospace,True,trade_secret,0.807
IPE_003624,trade_secret,relation_extraction,meeting_minutes,es,aerospace,True,trade_secret,0.909
IPE_003625,trade_secret,ip_detection,meeting_minutes,ja,pharmaceutical,True,trade_secret,0.846
IPE_003626,trade_secret,knowledge_extraction,technical_report,zh,pharmaceutical,True,trade_secret,0.836
IPE_003627,trade_secret,relation_extraction,legal_document,de,pharmaceutical,True,trade_secret,0.805
IPE_003628,trade_secret,relation_extraction,patent_application,de,manufacturing,True,trade_secret,0.807
IPE_003629,trade_secret,knowledge_extraction,patent_application,es,biotechnology,True,trade_secret,0.864
IPE_003630,trade_secret,knowledge_extraction,patent_application,en,energy,True,trade_secret,0.835
IPE_003631,trade_secret,knowledge_extraction,patent_application,de,software,True,trade_secret,0.865
IPE_003632,trade_secret,relation_extraction,research_paper,de,biotechnology,True,trade_secret,0.811
IPE_003633,trade_secret,knowledge_extraction,technical_report,fr,energy,True,trade_secret,0.87
IPE_003634,trade_secret,entity_recognition,meeting_minutes,fr,pharmaceutical,True,trade_secret,0.945
IPE_003635,trade_secret,knowledge_extraction,technical_report,zh,biotechnology,True,trade_secret,0.832
IPE_003636,trade_secret,ip_detection,patent_application,fr,biotechnology,True,trade_secret,0.873
IPE_003637,trade_secret,relation_extraction,research_paper,ja,automotive,True,trade_secret,0.807
IPE_003638,trade_secret,relation_extraction,research_paper,zh,energy,True,trade_secret,0.83
IPE_003639,trade_secret,entity_recognition,patent_application,es,automotive,True,trade_secret,0.81
IPE_003640,trade_secret,knowledge_extraction,meeting_minutes,ja,aerospace,True,trade_secret,0.802
IPE_003641,trade_secret,knowledge_extraction,patent_application,en,automotive,True,trade_secret,0.904
IPE_003642,trade_secret,ip_detection,research_paper,fr,energy,True,trade_secret,0.823
IPE_003643,trade_secret,relation_extraction,research_paper,es,automotive,True,trade_secret,0.834
IPE_003644,trade_secret,knowledge_extraction,meeting_minutes,de,automotive,True,trade_secret,0.88
IPE_003645,trade_secret,ip_detection,patent_application,ja,automotive,True,trade_secret,0.848
IPE_003646,trade_secret,ip_detection,patent_application,en,aerospace,True,trade_secret,0.857
IPE_003647,trade_secret,entity_recognition,research_paper,en,energy,True,trade_secret,0.936
IPE_003648,trade_secret,entity_recognition,meeting_minutes,es,manufacturing,True,trade_secret,0.811
IPE_003649,trade_secret,ip_detection,legal_document,de,pharmaceutical,True,trade_secret,0.871
IPE_003650,trade_secret,knowledge_extraction,patent_application,fr,automotive,True,trade_secret,0.873
IPE_003651,trade_secret,entity_recognition,technical_report,de,manufacturing,True,trade_secret,0.809
IPE_003652,trade_secret,knowledge_extraction,technical_report,zh,automotive,True,trade_secret,0.842
IPE_003653,trade_secret,knowledge_extraction,meeting_minutes,en,aerospace,True,trade_secret,0.902
IPE_003654,trade_secret,ip_detection,technical_report,de,automotive,True,trade_secret,0.917
IPE_003655,trade_secret,knowledge_extraction,technical_report,fr,manufacturing,True,trade_secret,0.824
IPE_003656,trade_secret,knowledge_extraction,patent_application,fr,pharmaceutical,True,trade_secret,0.948
IPE_003657,trade_secret,ip_detection,technical_report,en,manufacturing,True,trade_secret,0.885
IPE_003658,trade_secret,relation_extraction,patent_application,en,aerospace,True,trade_secret,0.838
